waveem,flux
3.768046e+03,2.872974e-01
3.766248e+03,3.659831e-01
3.764450e+03,2.950909e-01
3.762652e+03,3.773599e-01
3.760855e+03,3.870252e-01
3.759057e+03,3.704034e-01
3.757259e+03,2.892739e-01
3.755461e+03,2.743936e-01
3.753663e+03,3.354144e-01
3.751865e+03,2.358710e-01
3.750067e+03,3.416396e-01
3.748269e+03,2.562768e-01
3.746471e+03,2.631093e-01
3.744673e+03,2.413484e-01
3.742875e+03,3.367384e-01
3.741078e+03,2.655658e-01
3.739280e+03,3.037546e-01
3.737482e+03,2.746767e-01
3.735684e+03,2.117548e-01
3.733886e+03,2.184876e-01
3.732088e+03,2.556538e-01
3.730290e+03,2.190767e-01
3.728492e+03,1.983013e-01
3.726694e+03,2.214048e-01
3.724896e+03,2.126700e-01
3.723098e+03,2.359829e-01
3.721301e+03,2.509553e-01
3.719503e+03,3.385831e-01
3.717705e+03,2.470102e-01
3.715907e+03,3.883439e-01
3.714109e+03,3.378724e-01
3.712311e+03,4.031230e-01
3.710513e+03,3.627666e-01
3.708715e+03,3.256506e-01
3.706917e+03,3.339841e-01
3.705119e+03,3.747694e-01
3.703321e+03,3.879485e-01
3.701523e+03,3.095864e-01
3.699726e+03,3.264327e-01
3.697928e+03,2.537634e-01
3.696130e+03,2.595695e-01
3.694332e+03,2.346476e-01
3.692534e+03,1.787107e-01
3.690736e+03,2.209398e-01
3.688938e+03,2.229234e-01
3.687140e+03,2.568843e-01
3.685342e+03,1.444451e-01
3.683544e+03,2.318056e-01
3.681746e+03,2.495510e-01
3.679949e+03,2.703366e-01
3.678151e+03,2.556937e-01
3.676353e+03,3.375577e-01
3.674555e+03,2.631162e-01
3.672757e+03,3.122455e-01
3.670959e+03,1.141516e-01
3.669161e+03,1.605891e-01
3.667363e+03,2.646614e-01
3.665565e+03,1.790360e-01
3.663767e+03,2.308230e-01
3.661969e+03,2.342605e-01
3.660172e+03,2.676396e-01
3.658374e+03,1.766481e-01
3.656576e+03,2.199472e-01
3.654778e+03,2.414274e-01
3.652980e+03,2.074068e-01
3.651182e+03,2.693549e-01
3.649384e+03,2.921887e-01
3.647586e+03,3.008717e-01
3.645788e+03,1.794484e-01
3.643990e+03,2.071044e-01
3.642192e+03,2.353056e-01
3.640394e+03,3.010285e-01
3.638597e+03,2.201443e-01
3.636799e+03,1.936844e-01
3.635001e+03,1.935350e-01
3.633203e+03,2.200156e-01
3.631405e+03,2.076440e-01
3.629607e+03,2.084783e-01
3.627809e+03,1.599201e-01
3.626011e+03,2.277580e-01
3.624213e+03,2.338591e-01
3.622415e+03,1.810114e-01
3.620617e+03,2.037933e-01
3.618820e+03,1.747766e-01
3.617022e+03,1.990780e-01
3.615224e+03,2.668011e-01
3.613426e+03,2.106980e-01
3.611628e+03,1.375812e-01
3.609830e+03,2.444273e-01
3.608032e+03,2.264164e-01
3.606234e+03,1.598935e-01
3.604436e+03,1.747543e-01
3.602638e+03,2.174506e-01
3.600840e+03,2.317027e-01
3.599043e+03,2.132679e-01
3.597245e+03,2.158672e-01
3.595447e+03,1.660111e-01
3.593649e+03,1.846040e-01
3.591851e+03,1.439053e-01
3.590053e+03,1.589783e-01
3.588255e+03,1.206125e-01
3.586457e+03,1.597159e-01
3.584659e+03,1.885274e-01
3.582861e+03,1.486336e-01
3.581063e+03,2.689400e-01
3.579265e+03,1.948104e-01
3.577468e+03,1.740624e-01
3.575670e+03,1.934567e-01
3.573872e+03,2.468619e-01
3.572074e+03,1.295694e-01
3.570276e+03,1.623794e-01
3.568478e+03,6.286552e-02
3.566680e+03,9.841020e-02
3.564882e+03,1.191687e-01
3.563084e+03,7.693472e-02
3.561286e+03,2.009707e-01
3.559488e+03,1.459067e-01
3.557691e+03,1.159669e-01
3.555893e+03,1.254166e-01
3.554095e+03,1.285773e-01
3.552297e+03,1.222563e-01
3.550499e+03,8.593002e-02
3.548701e+03,2.039356e-01
3.546903e+03,1.223806e-01
3.545105e+03,1.172752e-01
3.543307e+03,8.269218e-02
3.541509e+03,1.108063e-01
3.539711e+03,1.503547e-01
3.537913e+03,2.273278e-01
3.536116e+03,8.462067e-02
3.534318e+03,1.808398e-01
3.532520e+03,1.842525e-01
3.530722e+03,1.110859e-01
3.528924e+03,1.027076e-01
3.527126e+03,1.885308e-01
3.525328e+03,1.078050e-01
3.523530e+03,1.801902e-01
3.521732e+03,1.042493e-01
3.519934e+03,1.214233e-01
3.518136e+03,1.362044e-01
3.516339e+03,1.494981e-01
3.514541e+03,1.435916e-01
3.512743e+03,1.203006e-01
3.510945e+03,1.803764e-01
3.509147e+03,1.532264e-01
3.507349e+03,2.225810e-01
3.505551e+03,4.629211e-02
3.503753e+03,1.673346e-01
3.501955e+03,2.302968e-01
3.500157e+03,1.520024e-01
3.498359e+03,1.321629e-01
3.496562e+03,1.805453e-01
3.494764e+03,1.261615e-01
3.492966e+03,1.411857e-01
3.491168e+03,1.815428e-01
3.489370e+03,9.709251e-02
3.487572e+03,2.079045e-01
3.485774e+03,9.805261e-02
3.483976e+03,1.451989e-01
3.482178e+03,1.971367e-01
3.480380e+03,1.186132e-01
3.478582e+03,2.237983e-01
3.476784e+03,1.061516e-01
3.474987e+03,6.335229e-02
3.473189e+03,1.923514e-01
3.471391e+03,1.472071e-01
3.469593e+03,8.879408e-02
3.467795e+03,1.089851e-01
3.465997e+03,4.488263e-02
3.464199e+03,1.281554e-01
3.462401e+03,2.079347e-01
3.460603e+03,2.197967e-01
3.458805e+03,2.324190e-01
3.457007e+03,1.450823e-01
3.455210e+03,1.323710e-01
3.453412e+03,1.631440e-01
3.451614e+03,2.270704e-01
3.449816e+03,1.662430e-01
3.448018e+03,8.870084e-02
3.446220e+03,2.132573e-01
3.444422e+03,2.148382e-01
3.442624e+03,8.667215e-02
3.440826e+03,1.607102e-01
3.439028e+03,1.113785e-01
3.437230e+03,1.415380e-01
3.435433e+03,7.332222e-02
3.433635e+03,1.360466e-01
3.431837e+03,1.711231e-01
3.430039e+03,1.400517e-01
3.428241e+03,1.043637e-01
3.426443e+03,1.117101e-01
3.424645e+03,3.491091e-02
3.422847e+03,1.400927e-01
3.421049e+03,1.271044e-01
3.419251e+03,1.350661e-01
3.417453e+03,6.800748e-02
3.415655e+03,1.896585e-01
3.413858e+03,2.829012e-01
3.412060e+03,7.040895e-02
3.410262e+03,1.264184e-01
3.408464e+03,2.323523e-01
3.406666e+03,1.257551e-01
3.404868e+03,1.704457e-01
3.403070e+03,1.690596e-01
3.401272e+03,5.273084e-02
3.399474e+03,1.239615e-01
3.397676e+03,1.865931e-01
3.395878e+03,1.188696e-01
3.394081e+03,1.064678e-01
3.392283e+03,1.506401e-01
3.390485e+03,5.223837e-02
3.388687e+03,9.665214e-02
3.386889e+03,6.981599e-01
3.385091e+03,1.180491e+01
3.383293e+03,3.037055e-01
3.381495e+03,1.674832e-01
3.379697e+03,1.482041e-01
3.377899e+03,2.154835e-01
3.376101e+03,1.298797e-01
3.374304e+03,1.752334e-01
3.372506e+03,2.282779e-01
3.370708e+03,1.889084e-01
3.368910e+03,7.820662e-02
3.367112e+03,3.280565e-02
3.365314e+03,1.624430e-01
3.363516e+03,6.352122e-02
3.361718e+03,1.855530e-01
3.359920e+03,6.402912e-02
3.358122e+03,1.294155e-01
3.356324e+03,2.089282e-01
3.354526e+03,1.909392e-01
3.352729e+03,3.772007e-03
3.350931e+03,1.388971e-01
3.349133e+03,1.259059e-01
3.347335e+03,9.752423e-02
3.345537e+03,1.402829e-01
3.343739e+03,1.766021e-01
3.341941e+03,1.513848e-01
3.340143e+03,1.066861e-01
3.338345e+03,7.261862e-02
3.336547e+03,1.787770e-01
3.334749e+03,1.140416e-01
3.332952e+03,1.608592e-01
3.331154e+03,2.014164e-01
3.329356e+03,1.369669e-01
3.327558e+03,1.458381e-01
3.325760e+03,2.380161e-01
3.323962e+03,1.604122e-01
3.322164e+03,1.014852e-01
3.320366e+03,2.398180e-02
3.318568e+03,1.596840e-01
3.316770e+03,8.068938e-02
3.314972e+03,2.194260e-01
3.313175e+03,6.757455e-02
3.311377e+03,2.157770e-01
